UniProtKB_ac	n_resid	mean_pLDDT	has_catalytic_activity	has_EC	has_activity	autosite_score	autosite_score_50	autosite_score_70	autosite_score_90	autosite_score_95
A6NNE9	402	62.54	CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27;	RecName: Full=E3 ubiquitin-protein ligase MARCHF11; EC=2.3.2.27; AltName: Full=Membrane-associated RING finger protein 11; AltName: Full=Membrane-associated RING-CH protein XI; Short=MARCH-XI; AltName: Full=RING-type E3 ubiquitin transferase MARCHF11 {ECO:0000305};	True	50.25	50.25	50.25	23.93	0.00
A6NNH2	459	49.50	False	False	False	24.03	24.03	20.58	20.58	0.00
A6NNJ1	464	49.54	False	False	False	38.62	38.62	38.62	0.00	0.00
A6NNL0	878	45.75	False	False	False	53.10	53.10	49.24	22.27	0.00
A6NNL5	157	90.97	False	False	False	53.65	53.65	53.65	53.65	42.77
A6NP61	321	56.91	False	False	False	46.77	46.77	46.77	29.18	29.18
A6PVL3	124	60.01	False	False	False	49.71	49.71	25.02	0.00	0.00
A6PVY3	158	63.31	False	False	False	46.02	46.02	0.00	0.00	0.00
A7E2U8	309	72.87	False	False	False	41.90	41.90	29.56	22.38	0.00
A7E2V4	1837	61.57	False	False	False	78.01	78.01	78.01	31.41	0.00
A7MD48	611	46.82	False	False	False	35.49	35.49	0.00	0.00	0.00
A7XYQ1	873	52.02	False	False	False	29.18	29.18	29.18	0.00	0.00
A8CG34	1229	43.19	False	False	False	52.81	52.81	0.00	0.00	0.00
A8K010	186	42.52	False	False	False	65.62	65.62	0.00	0.00	0.00
A8K0R7	811	49.21	False	False	False	53.21	30.10	28.31	25.46	0.00
A8K554	130	45.08	False	False	False	50.24	50.24	0.00	0.00	0.00
A8K830	154	53.58	False	False	False	22.81	22.81	0.00	0.00	0.00
A8MPP1	907	79.09	CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616,   ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.13;	RecName: Full=Putative ATP-dependent RNA helicase DDX11-like protein 8; EC=3.6.4.13; AltName: Full=DEAD/H box protein 11-like 8;	True	68.69	68.69	68.69	68.69	23.91
A8MQ03	144	55.43	False	False	False	32.27	32.27	0.00	0.00	0.00
A8MQB3	221	40.95	False	False	False	51.11	30.35	0.00	0.00	0.00
A8MRT5	1133	44.19	False	False	False	79.95	34.34	24.80	0.00	0.00
A8MT66	165	54.94	False	False	False	44.60	44.60	0.00	0.00	0.00
A8MTA8	275	69.03	False	False	False	66.84	66.84	42.27	0.00	0.00
A8MTB9	384	79.95	False	False	False	37.90	37.90	37.90	37.90	33.35
A8MTW9	85	62.71	False	False	False	20.81	20.81	0.00	0.00	0.00
A8MTY7	169	37.81	False	False	False	39.69	0.00	0.00	0.00	0.00
A8MTZ7	269	52.54	False	False	False	48.81	48.81	22.38	0.00	0.00
A8MU10	97	38.71	False	False	False	52.09	0.00	0.00	0.00	0.00
A8MU93	118	68.45	False	False	False	34.13	34.13	34.13	0.00	0.00
A8MUA0	341	54.42	False	False	False	24.45	24.45	0.00	0.00	0.00
A8MUI8	341	54.87	False	False	False	23.83	23.83	0.00	0.00	0.00
A8MUL3	147	30.46	False	False	False	81.66	0.00	0.00	0.00	0.00
A8MUN3	132	41.69	False	False	False	79.35	29.86	0.00	0.00	0.00
A8MUU9	505	30.24	False	False	False	66.36	0.00	0.00	0.00	0.00
A8MUX0	517	43.18	False	False	False	46.32	35.35	23.54	0.00	0.00
A8MV65	326	55.04	False	False	False	28.33	28.33	28.33	0.00	0.00
A8MV72	311	55.53	False	False	False	20.55	20.55	20.54	0.00	0.00
A8MVA2	160	37.60	False	False	False	20.95	0.00	0.00	0.00	0.00
A8MVM7	634	43.93	False	False	False	39.72	39.72	25.96	0.00	0.00
A8MVS5	230	74.47	False	False	False	30.79	30.79	30.79	29.15	0.00
A8MVW0	826	58.85	False	False	False	67.42	59.77	59.77	42.56	22.82
A8MVW5	462	78.34	False	False	False	48.93	32.72	32.72	32.72	32.72
A8MWA6	464	50.29	False	False	False	41.59	41.59	41.59	0.00	0.00
A8MWK0	482	85.87	False	False	False	76.26	76.26	76.26	60.60	33.47
A8MWL6	223	78.75	False	False	False	41.47	41.47	41.44	23.97	23.97
A8MWL7	114	59.04	False	False	False	40.03	40.03	0.00	0.00	0.00
A8MWP4	228	37.18	False	False	False	95.21	0.00	0.00	0.00	0.00
A8MWP6	167	27.79	False	False	False	85.46	0.00	0.00	0.00	0.00
A8MWV9	139	60.95	False	False	False	21.12	21.12	0.00	0.00	0.00
A8MWY0	1029	75.92	False	False	False	80.22	80.22	80.22	31.90	0.00
A8MX19	464	49.18	False	False	False	33.40	33.40	33.40	0.00	0.00
A8MX34	341	48.47	False	False	False	84.50	84.50	31.13	0.00	0.00
A8MX80	341	53.89	False	False	False	25.10	25.10	25.10	0.00	0.00
A8MXD5	290	74.25	False	False	False	80.62	80.62	80.62	29.88	0.00
A8MXJ8	464	49.91	False	False	False	37.38	37.38	37.38	0.00	0.00
A8MXK1	200	88.20	False	False	False	43.60	43.60	43.60	43.60	25.15
A8MXK9	166	29.68	False	False	False	63.28	0.00	0.00	0.00	0.00
A8MXV4	375	87.98	CATALYTIC ACTIVITY: Reaction=an acyl-CoA + H2O = adenosine 3',5'-bisphosphate + an acyl-4'-   phosphopantetheine + 2 H(+); Xref=Rhea:RHEA:50044, ChEBI:CHEBI:15377,   ChEBI:CHEBI:15378, ChEBI:CHEBI:58342, ChEBI:CHEBI:58343,   ChEBI:CHEBI:132023; Evidence={ECO:0000250|UniProtKB:P11930}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:50045;   Evidence={ECO:0000250|UniProtKB:P11930};	RecName: Full=Acyl-coenzyme A diphosphatase NUDT19; EC=3.6.1.-; AltName: Full=Nucleoside diphosphate-linked moiety X motif 19; Short=Nudix motif 19;	True	70.04	70.04	70.04	70.04	24.43
A8MXV6	281	53.79	False	False	False	29.60	29.60	29.60	0.00	0.00
A8MXZ1	464	50.19	False	False	False	49.24	49.24	49.24	0.00	0.00
A8MXZ3	250	35.39	False	False	False	42.74	0.00	0.00	0.00	0.00
A8MYP8	253	73.51	False	False	False	29.90	29.90	25.87	0.00	0.00
A8MYZ0	460	82.92	False	False	False	63.88	63.88	63.88	44.10	36.75
A8MZ25	164	45.96	False	False	False	31.44	0.00	0.00	0.00	0.00
A8MZ36	301	68.83	False	False	False	49.75	49.75	49.75	0.00	0.00
A8MZF0	331	57.37	False	False	False	51.34	51.34	51.34	0.00	0.00
A8MZG2	182	54.99	False	False	False	31.08	31.08	0.00	0.00	0.00
B0FP48	263	82.39	False	False	False	39.49	39.49	39.49	28.34	28.34
B0YJ81	288	74.26	CATALYTIC ACTIVITY: Reaction=a very-long-chain (3R)-3-hydroxyacyl-CoA = a very-long-chain   (2E)-enoyl-CoA + H2O; Xref=Rhea:RHEA:45812, ChEBI:CHEBI:15377,   ChEBI:CHEBI:83728, ChEBI:CHEBI:85440; EC=4.2.1.134;   Evidence={ECO:0000269|PubMed:18554506, ECO:0000269|PubMed:23933735}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:45813;   Evidence={ECO:0000305};	RecName: Full=Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1 {ECO:0000305}; EC=4.2.1.134 {ECO:0000269|PubMed:18554506, ECO:0000269|PubMed:23933735}; AltName: Full=3-hydroxyacyl-CoA dehydratase 1 {ECO:0000303|PubMed:18554506}; Short=HACD1 {ECO:0000303|PubMed:15164054}; AltName: Full=Cementum-attachment protein {ECO:0000303|PubMed:22067203}; Short=CAP {ECO:0000303|PubMed:22067203}; AltName: Full=Protein-tyrosine phosphatase-like member A {ECO:0000312|HGNC:HGNC:9639};	True	132.44	132.44	132.44	25.60	0.00
B1AK76	121	46.10	False	False	False	73.53	25.01	0.00	0.00	0.00
B1AKI9	464	64.10	False	False	False	100.74	100.74	53.31	53.31	36.04
B1AL46	878	45.75	False	False	False	60.37	60.37	45.42	22.45	0.00
B1AMM8	73	46.71	False	False	False	37.89	0.00	0.00	0.00	0.00
B1ANH7	110	53.61	False	False	False	23.82	23.82	23.11	0.00	0.00
B1ANS9	1081	70.69	False	False	False	97.14	97.14	97.14	97.14	0.00
B1ANY3	271	43.39	False	False	False	50.62	24.17	0.00	0.00	0.00
B1ATL7	298	49.85	False	False	False	36.92	36.92	0.00	0.00	0.00
B2CW77	178	50.55	False	False	False	36.24	26.09	0.00	0.00	0.00
B2RUY7	222	78.21	False	False	False	34.22	34.22	34.22	28.95	0.00
B2RXF0	380	79.62	False	False	False	69.46	69.46	69.46	66.36	31.60
B3EWF7	344	35.25	False	False	False	40.07	0.00	0.00	0.00	0.00
B3KNS4	109	72.81	False	False	False	29.43	29.43	26.96	26.96	23.84
B3KS81	715	41.48	False	False	False	39.03	0.00	0.00	0.00	0.00
B3SHH9	223	82.58	False	False	False	53.00	36.06	36.06	36.06	0.00
B4DJY2	109	59.75	False	False	False	44.84	44.79	0.00	0.00	0.00
B4DYI2	1134	40.94	False	False	False	58.78	58.78	29.13	0.00	0.00
B4DZS4	312	74.68	False	False	False	58.30	58.30	58.30	39.86	0.00
B5MCY1	1934	71.60	False	False	False	85.39	85.39	70.19	38.30	0.00
B7Z368	130	46.47	False	False	False	43.40	27.74	0.00	0.00	0.00
B7Z3J9	87	71.35	False	False	False	25.09	25.09	21.20	21.20	21.20
B9A014	251	80.27	False	False	False	59.33	59.33	59.33	48.24	0.00
B9EJG8	249	91.74	False	False	False	40.00	40.00	40.00	38.60	38.60
C9J069	976	53.20	False	False	False	93.40	93.40	93.40	24.62	0.00
C9J302	202	56.34	False	False	False	28.81	25.84	23.23	0.00	0.00
C9J3I9	102	79.96	False	False	False	26.81	26.81	22.72	0.00	0.00
C9J3V5	150	60.78	False	False	False	36.11	36.11	0.00	0.00	0.00
C9J442	243	50.96	False	False	False	38.06	30.51	22.20	0.00	0.00
C9J6K1	198	80.36	False	False	False	42.73	42.73	42.73	36.35	36.35
C9J7I0	137	62.11	False	False	False	38.96	38.96	25.00	0.00	0.00
C9JBD0	128	66.95	False	False	False	47.00	47.00	41.08	0.00	0.00
C9JC47	383	36.03	False	False	False	105.10	0.00	0.00	0.00	0.00
C9JDV5	145	49.67	False	False	False	63.19	63.19	0.00	0.00	0.00
C9JFL3	82	46.67	False	False	False	31.78	0.00	0.00	0.00	0.00
C9JG80	1138	43.93	False	False	False	94.50	44.18	44.18	0.00	0.00
C9JH25	899	52.40	False	False	False	64.42	64.42	48.12	24.13	0.00
C9JI98	176	67.43	False	False	False	33.57	33.57	24.46	0.00	0.00
C9JL84	531	46.21	False	False	False	81.24	81.24	42.79	0.00	0.00
C9JLR9	678	56.09	False	False	False	64.37	64.37	64.37	0.00	0.00
C9JLW8	97	74.53	False	False	False	28.87	28.87	28.87	0.00	0.00
C9JQL5	133	59.49	False	False	False	32.53	32.53	32.53	0.00	0.00
C9JUS6	153	51.51	False	False	False	67.67	67.67	0.00	0.00	0.00
C9JXX5	98	70.43	False	False	False	37.45	37.45	20.00	0.00	0.00
D3DTV9	90	60.42	False	False	False	23.64	23.64	0.00	0.00	0.00
D6RGX4	464	49.18	False	False	False	33.80	33.80	33.80	0.00	0.00
D6RIA3	1793	39.86	False	False	False	48.55	48.55	32.31	0.00	0.00
E2RYF7	251	69.24	False	False	False	43.28	43.28	24.82	0.00	0.00
E5RHQ5	1161	39.86	False	False	False	60.46	50.77	0.00	0.00	0.00
E5RIL1	263	82.56	False	False	False	40.39	40.39	40.39	30.66	27.66
E5RJ46	101	49.21	False	False	False	33.58	0.00	0.00	0.00	0.00
E5RQL4	147	77.46	False	False	False	52.42	52.42	52.42	21.45	0.00
E7ERA6	249	72.26	False	False	False	38.39	38.39	38.39	25.35	22.06
E7EU14	171	67.52	False	False	False	60.46	60.46	60.46	0.00	0.00
E7EW31	1015	44.15	False	False	False	35.21	35.21	26.62	0.00	0.00
E9PI22	279	51.44	False	False	False	51.91	51.91	26.86	0.00	0.00
E9PJ23	425	50.33	False	False	False	35.63	35.63	24.63	0.00	0.00
E9PQ18	207	74.83	False	False	False	62.72	62.72	39.48	25.65	0.00
E9PQR5	432	52.05	False	False	False	44.27	44.27	23.73	0.00	0.00
F2Z333	226	76.57	False	False	False	53.92	53.92	53.92	43.04	0.00
F2Z398	122	54.71	False	False	False	31.22	31.22	0.00	0.00	0.00
F2Z3F1	127	41.99	False	False	False	49.77	0.00	0.00	0.00	0.00
F2Z3M2	114	52.00	False	False	False	38.99	38.99	0.00	0.00	0.00
F5H4A9	247	59.47	False	False	False	53.68	53.68	23.72	0.00	0.00
F8W0I5	928	44.11	False	False	False	85.00	34.27	33.02	0.00	0.00
F8W1W9	429	50.83	False	False	False	27.73	27.73	27.73	0.00	0.00
G3V211	115	35.83	False	False	False	144.57	0.00	0.00	0.00	0.00
G5E9R7	235	45.45	False	False	False	29.35	0.00	0.00	0.00	0.00
H0Y354	149	84.64	False	False	False	49.98	49.98	49.98	33.75	23.10
H0Y7S4	382	85.96	False	False	False	56.48	56.48	56.48	42.65	26.54
H0YL09	131	50.92	False	False	False	52.20	32.61	0.00	0.00	0.00
H0YL14	139	75.08	False	False	False	31.48	31.48	31.48	0.00	0.00
H3BN30	126	34.63	False	False	False	81.50	0.00	0.00	0.00	0.00
H3BNL1	204	60.87	False	False	False	84.90	84.90	0.00	0.00	0.00
H3BPM6	223	89.56	False	False	False	38.50	38.50	38.50	38.50	38.19
H3BQJ8	138	81.56	False	False	False	37.00	37.00	37.00	35.01	25.78
H3BQW9	127	62.19	False	False	False	39.18	39.18	0.00	0.00	0.00
H3BR10	107	65.69	False	False	False	25.37	25.37	25.37	0.00	0.00
H3BS89	294	74.57	False	False	False	51.19	51.19	51.19	23.27	0.00
I0J062	215	50.63	False	False	False	22.92	22.92	0.00	0.00	0.00
I3L0S3	204	37.65	False	False	False	46.64	0.00	0.00	0.00	0.00
I3L1E1	186	57.92	False	False	False	33.47	33.47	0.00	0.00	0.00
I3L3R5	266	70.10	False	False	False	25.86	25.86	25.76	20.28	0.00
J3KSC0	135	39.58	False	False	False	78.74	0.00	0.00	0.00	0.00
K7EIQ3	104	53.64	False	False	False	31.22	31.22	0.00	0.00	0.00
M0QZC1	329	64.81	False	False	False	61.27	61.27	61.27	0.00	0.00
M0R2J8	1783	68.16	False	False	False	61.88	61.88	51.56	29.41	0.00
M5A8F1	160	71.15	False	False	False	41.29	41.29	41.29	0.00	0.00
O00165	279	59.69	False	False	False	36.82	36.82	26.27	0.00	0.00
O00193	183	65.44	False	False	False	38.41	38.41	38.41	0.00	0.00
O00219	553	91.30	CATALYTIC ACTIVITY: Reaction=[hyaluronan](n) + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N-   acetyl-beta-D-glucosaminyl-(1->4)-[hyaluronan](n) + UDP;   Xref=Rhea:RHEA:20465, Rhea:RHEA-COMP:12583, Rhea:RHEA-COMP:12585,   ChEBI:CHEBI:15378, ChEBI:CHEBI:57705, ChEBI:CHEBI:58223,   ChEBI:CHEBI:132153, ChEBI:CHEBI:132154; EC=2.4.1.212;	RecName: Full=Hyaluronan synthase 3; EC=2.4.1.212; AltName: Full=Hyaluronate synthase 3; AltName: Full=Hyaluronic acid synthase 3; Short=HA synthase 3;	True	112.78	112.78	112.78	112.78	33.91
O00230	105	63.28	False	False	False	25.96	25.96	0.00	0.00	0.00
O00292	366	78.45	False	False	False	94.89	94.89	94.89	21.96	0.00
O00322	258	86.52	False	False	False	32.14	32.14	32.14	0.00	0.00
O00339	956	75.54	False	False	False	65.47	65.47	65.47	30.78	25.11
O00400	549	82.12	False	False	False	122.45	122.45	122.45	44.84	27.93
O00479	90	65.81	False	False	False	0.00	0.00	0.00	0.00	0.00
O00515	517	54.88	False	False	False	43.96	43.96	43.96	0.00	0.00
O00526	184	75.33	False	False	False	63.41	63.41	63.41	0.00	0.00
O00592	558	53.15	False	False	False	50.68	50.68	50.68	0.00	0.00
O00623	359	80.55	False	False	False	71.95	71.95	71.95	71.95	0.00
O14494	284	87.80	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phosphate + H2O = a 1,2-diacyl-sn-   glycerol + phosphate; Xref=Rhea:RHEA:27429, ChEBI:CHEBI:15377,   ChEBI:CHEBI:17815, ChEBI:CHEBI:43474, ChEBI:CHEBI:58608; EC=3.1.3.4;   Evidence={ECO:0000269|PubMed:10962286, ECO:0000269|PubMed:9305923,   ECO:0000269|PubMed:9607309, ECO:0000269|PubMed:9705349}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:27430;   Evidence={ECO:0000305|PubMed:9305923};	RecName: Full=Phospholipid phosphatase 1 {ECO:0000305}; EC=3.1.3.- {ECO:0000269|PubMed:10962286, ECO:0000269|PubMed:17379599, ECO:0000269|PubMed:9305923, ECO:0000269|PubMed:9607309, ECO:0000269|PubMed:9705349}; EC=3.1.3.106 {ECO:0000250|UniProtKB:Q61469}; EC=3.1.3.4 {ECO:0000269|PubMed:10962286, ECO:0000269|PubMed:9305923, ECO:0000269|PubMed:9607309, ECO:0000269|PubMed:9705349}; EC=3.1.3.81 {ECO:0000250|UniProtKB:Q61469}; AltName: Full=Lipid phosphate phosphohydrolase 1; AltName: Full=PAP2-alpha; AltName: Full=Phosphatidate phosphohydrolase type 2a; AltName: Full=Phosphatidic acid phosphatase 2a; Short=PAP-2a; Short=PAP2a;	True	63.00	63.00	63.00	44.98	44.98
O14495	311	84.20	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phosphate + H2O = a 1,2-diacyl-sn-   glycerol + phosphate; Xref=Rhea:RHEA:27429, ChEBI:CHEBI:15377,   ChEBI:CHEBI:17815, ChEBI:CHEBI:43474, ChEBI:CHEBI:58608; EC=3.1.3.4;   Evidence={ECO:0000269|PubMed:9607309, ECO:0000269|PubMed:9705349}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:27430;   Evidence={ECO:0000305|PubMed:9705349};	RecName: Full=Phospholipid phosphatase 3 {ECO:0000305}; EC=3.1.3.- {ECO:0000269|PubMed:27694435}; EC=3.1.3.4 {ECO:0000269|PubMed:9607309, ECO:0000269|PubMed:9705349}; AltName: Full=Lipid phosphate phosphohydrolase 3; AltName: Full=PAP2-beta; AltName: Full=Phosphatidate phosphohydrolase type 2b; AltName: Full=Phosphatidic acid phosphatase 2b; Short=PAP-2b; Short=PAP2b; AltName: Full=Vascular endothelial growth factor and type I collagen-inducible protein {ECO:0000303|PubMed:12660161}; Short=VCIP {ECO:0000303|PubMed:12660161};	True	46.40	46.40	46.40	46.40	46.40
O14511	850	55.30	False	False	False	55.27	55.27	33.44	27.36	0.00
O14524	444	76.34	False	False	False	53.36	53.36	34.87	33.05	0.00
O14598	125	64.54	False	False	False	27.95	27.95	27.95	0.00	0.00
O14599	106	44.18	False	False	False	65.55	32.34	0.00	0.00	0.00
O14603	147	39.92	False	False	False	51.82	0.00	0.00	0.00	0.00
O14609	159	60.04	False	False	False	123.00	123.00	0.00	0.00	0.00
O14613	210	60.89	False	False	False	66.05	66.05	32.31	0.00	0.00
O14633	110	53.31	False	False	False	22.88	22.88	0.00	0.00	0.00
O14681	340	86.28	False	False	False	61.78	61.78	61.78	61.78	36.54
O14683	189	75.78	False	False	False	52.00	52.00	52.00	0.00	0.00
O14772	607	90.01	CATALYTIC ACTIVITY: Reaction=beta-L-fucose 1-phosphate + GTP + H(+) = diphosphate + GDP-   beta-L-fucose; Xref=Rhea:RHEA:13549, ChEBI:CHEBI:15378,   ChEBI:CHEBI:33019, ChEBI:CHEBI:37565, ChEBI:CHEBI:57268,   ChEBI:CHEBI:57273; EC=2.7.7.30;	RecName: Full=Fucose-1-phosphate guanylyltransferase; EC=2.7.7.30; AltName: Full=GDP-L-fucose diphosphorylase; AltName: Full=GDP-L-fucose pyrophosphorylase;	True	69.62	69.62	69.62	69.62	37.68
O14828	347	76.58	False	False	False	36.84	36.84	36.84	36.49	25.78
O14894	197	86.26	False	False	False	37.17	37.17	32.53	23.35	0.00
O14990	202	65.34	False	False	False	28.09	28.09	28.09	28.09	0.00
O15014	1411	45.18	False	False	False	52.15	52.15	43.37	24.91	0.00
O15015	1832	50.24	False	False	False	65.01	65.01	42.18	0.00	0.00
O15027	2357	40.65	False	False	False	78.93	78.93	78.93	38.74	0.00
O15041	775	84.94	False	False	False	72.34	72.34	72.34	72.34	72.34
O15063	1070	53.61	False	False	False	68.77	68.77	68.77	35.08	0.00
O15121	323	96.31	CATALYTIC ACTIVITY: Reaction=2 [Fe(II)-cytochrome b5] + an N-acylsphinganine + 2 H(+) + O2   = 2 [Fe(III)-cytochrome b5] + an N-acylsphing-4-enine + 2 H2O;   Xref=Rhea:RHEA:46544, Rhea:RHEA-COMP:10438, Rhea:RHEA-COMP:10439,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379,   ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:31488,   ChEBI:CHEBI:52639; EC=1.14.19.17;   Evidence={ECO:0000269|PubMed:11937514, ECO:0000269|PubMed:30620338};	RecName: Full=Sphingolipid delta(4)-desaturase DES1 {ECO:0000305}; EC=1.14.19.17 {ECO:0000269|PubMed:11937514, ECO:0000269|PubMed:30620338}; AltName: Full=Cell migration-inducing gene 15 protein; AltName: Full=Degenerative spermatocyte homolog 1; AltName: Full=Dihydroceramide desaturase-1; AltName: Full=Membrane lipid desaturase;	True	73.74	73.74	73.74	73.74	73.74
O15127	329	76.77	False	False	False	42.73	42.73	42.73	27.08	27.08
O15130	113	64.38	False	False	False	32.11	32.11	27.80	0.00	0.00
O15165	306	58.51	False	False	False	43.61	43.61	43.61	0.00	0.00
O15225	51	50.30	False	False	False	64.05	64.05	0.00	0.00	0.00
O15228	680	88.46	CATALYTIC ACTIVITY: Reaction=an acyl-CoA + dihydroxyacetone phosphate = a 1-acylglycerone   3-phosphate + CoA; Xref=Rhea:RHEA:17657, ChEBI:CHEBI:57287,   ChEBI:CHEBI:57534, ChEBI:CHEBI:57642, ChEBI:CHEBI:58342; EC=2.3.1.42;	RecName: Full=Dihydroxyacetone phosphate acyltransferase {ECO:0000305}; Short=DAP-AT; Short=DHAP-AT {ECO:0000303|PubMed:15687349}; EC=2.3.1.42; AltName: Full=Acyl-CoA:dihydroxyacetonephosphateacyltransferase; AltName: Full=Glycerone-phosphate O-acyltransferase;	True	74.50	74.50	74.50	63.25	26.96
O15231	689	49.43	False	False	False	69.38	69.38	27.39	0.00	0.00
O15243	131	81.19	False	False	False	39.96	39.96	39.96	0.00	0.00
O15255	209	38.13	False	False	False	43.13	24.92	0.00	0.00	0.00
O15258	196	78.62	False	False	False	56.62	56.62	44.91	44.91	0.00
O15260	269	84.22	False	False	False	51.88	51.88	51.88	29.94	0.00
O15304	175	76.10	False	False	False	47.97	47.97	42.77	28.33	0.00
O15321	606	84.34	False	False	False	106.42	106.42	106.42	38.54	34.36
O15327	924	82.28	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-   bisphosphate) + H2O = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-   inositol-3-phosphate) + phosphate; Xref=Rhea:RHEA:17193,   ChEBI:CHEBI:15377, ChEBI:CHEBI:43474, ChEBI:CHEBI:57658,   ChEBI:CHEBI:58088; EC=3.1.3.66;   Evidence={ECO:0000269|PubMed:19647222, ECO:0000269|PubMed:24070612,   ECO:0000305|PubMed:24591580}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:17194;   Evidence={ECO:0000305|PubMed:24070612};	RecName: Full=Inositol polyphosphate 4-phosphatase type II; AltName: Full=Type II inositol 3,4-bisphosphate 4-phosphatase; EC=3.1.3.66 {ECO:0000269|PubMed:24591580};	True	100.01	100.01	100.01	77.35	41.70
O15428	100	68.53	False	False	False	41.99	41.99	41.99	0.00	0.00
O15446	510	56.34	False	False	False	28.25	28.25	28.25	28.25	0.00
O15544	149	36.55	False	False	False	52.24	0.00	0.00	0.00	0.00
O43156	1089	80.78	False	False	False	98.04	98.04	98.04	35.75	0.00
O43247	280	59.16	False	False	False	54.15	54.15	54.15	0.00	0.00
O43257	154	73.70	False	False	False	51.28	51.28	51.28	0.00	0.00
O43261	78	62.69	False	False	False	35.66	35.66	23.14	0.00	0.00
O43264	779	81.99	False	False	False	47.72	47.72	47.72	38.80	31.47
O43272	600	83.31	CATALYTIC ACTIVITY: Reaction=a quinone + L-proline = (S)-1-pyrroline-5-carboxylate + a   quinol + H(+); Xref=Rhea:RHEA:23784, ChEBI:CHEBI:15378,   ChEBI:CHEBI:17388, ChEBI:CHEBI:24646, ChEBI:CHEBI:60039,   ChEBI:CHEBI:132124; EC=1.5.5.2;   Evidence={ECO:0000269|PubMed:15662599};	RecName: Full=Proline dehydrogenase 1, mitochondrial {ECO:0000305}; EC=1.5.5.2 {ECO:0000269|PubMed:15662599}; AltName: Full=Proline oxidase; AltName: Full=Proline oxidase 2; AltName: Full=p53-induced gene 6 protein; Flags: Precursor;	True	84.72	84.72	84.72	75.87	27.89
O43292	621	87.12	False	False	False	54.45	54.45	54.45	54.45	25.09
O43299	807	84.77	False	False	False	49.71	49.71	49.71	39.66	23.52
O43313	823	47.64	False	False	False	98.90	98.90	35.35	0.00	0.00
O43427	364	92.11	False	False	False	42.30	42.30	42.30	42.30	42.30
O43462	519	87.08	CATALYTIC ACTIVITY: Reaction=Cleaves several transcription factors that are type-2   transmembrane proteins within membrane-spanning domains. Known   substrates include sterol regulatory element-binding protein (SREBP)   -1, SREBP-2 and forms of the transcriptional activator ATF6. SREBP-2   is cleaved at the site 477-DRSRILL-|-CVLTFLCLSFNPLTSLLQWGGA-505. The   residues Asn-Pro, 11 residues distal to the site of cleavage in the   membrane-spanning domain, are important for cleavage by S2P   endopeptidase. Replacement of either of these residues does not   prevent cleavage, but there is no cleavage if both of these residues   are replaced.; EC=3.4.24.85; Evidence={ECO:0000269|PubMed:10805775,   ECO:0000269|PubMed:11163209};	RecName: Full=Membrane-bound transcription factor site-2 protease {ECO:0000305}; EC=3.4.24.85 {ECO:0000269|PubMed:10805775, ECO:0000269|PubMed:11163209}; AltName: Full=Endopeptidase S2P {ECO:0000303|PubMed:9659902}; AltName: Full=Sterol regulatory element-binding proteins intramembrane protease {ECO:0000303|PubMed:9659902}; Short=SREBPs intramembrane protease {ECO:0000303|PubMed:9659902};	True	56.79	56.79	56.79	56.79	33.13
O43505	415	88.54	False	RecName: Full=Beta-1,4-glucuronyltransferase 1 {ECO:0000303|PubMed:25279697, ECO:0000303|PubMed:25279699, ECO:0000312|HGNC:HGNC:15685}; EC=2.4.1.- {ECO:0000269|PubMed:19587235, ECO:0000269|PubMed:23359570, ECO:0000269|PubMed:25279697, ECO:0000269|PubMed:25279699}; AltName: Full=I-beta-1,3-N-acetylglucosaminyltransferase; Short=iGnT; AltName: Full=N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase; AltName: Full=Poly-N-acetyllactosamine extension enzyme; AltName: Full=UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1;	True	95.55	95.55	95.55	44.92	44.92
